customer,st_x,gender_x,education_x,customer_lifetime_value_x,income_x,monthly_premium_auto_x,number_of_open_complaints_x,policy_type_x,vehicle_class_x,total_claim_amount_x,st_y,gender_y,education_y,customer_lifetime_value_y,income_y,monthly_premium_auto_y,number_of_open_complaints_y,total_claim_amount_y,policy_type_y,vehicle_class_y,state,customer_lifetime_value,education,gender,income,monthly_premium_auto,number_of_open_complaints,policy_type,total_claim_amount,vehicle_class
th69908,,,,,,,,,,,,,,,,,,,,,washington,4865.371797,college,f,27228.0,129.0,4.0,personal auto,238.262773,sports car
th70115,,,,,,,,,,,,,,,,,,,,,california,6981.081694,college,m,34835.0,89.0,2.0,personal auto,294.691896,two-door car
th72397,,,,,,,,,,,,,,,,,,,,,california,6279.816729,bachelor,m,50562.0,79.0,0.0,personal auto,545.013504,four-door car
th72420,,,,,,,,,,,,,,,,,,,,,oregon,8720.458745,doctor,m,25752.0,73.0,0.0,personal auto,378.262864,two-door car
th84309,,,,,,,,,,,california,m,high school or below,937284.36%,0.0,126.0,1/0/00,604.8,personal auto,suv,,,,,,,,,,
th86528,,,,,,,,,,,,,,,,,,,,,washington,5775.517825,high school or below,f,0.0,76.0,0.0,personal auto,784.611446,two-door car
th95618,california,f,high school or below,2134346.60%,0.0,74.0,1/1/00,personal auto,four-door car,355.2,,,,,,,,,,,,,,,,,,,,
th96263,,,,,,,,,,,,,,,,,,,,,nevada,10280.80787,high school or below,f,73661.0,128.0,0.0,personal auto,404.329477,suv
ti14001,,,,,,,,,,,,,,,,,,,,,california,7507.455372,college,m,60920.0,64.0,0.0,corporate auto,231.201886,two-door car
ti19394,,,,,,,,,,,,,,,,,,,,,oregon,2918.576189,college,m,80714.0,72.0,0.0,personal auto,345.6,four-door car
ti19722,washington,m,doctor,343613.43%,30817.0,88.0,1/0/00,corporate auto,four-door car,91.834668,,,,,,,,,,,washington,3436.134281,doctor,m,30817.0,88.0,0.0,corporate auto,91.834668,four-door car
ti47802,,,,,,,,,,,california,f,master,259339.87%,0.0,69.0,1/0/00,331.2,personal auto,two-door car,,,,,,,,,,
ti48450,,,,,,,,,,,,,,,,,,,,,california,7948.544751,college,m,23916.0,68.0,0.0,corporate auto,481.113765,two-door car
ti58610,,,,,,,,,,,,,,,,,,,,,arizona,2996.889929,master,f,51199.0,74.0,0.0,corporate auto,355.2,four-door car
ti61458,,,,,,,,,,,california,f,bachelor,2778969.24%,33806.0,89.0,1/0/00,395.729716,personal auto,four-door car,,,,,,,,,,
ti90592,,,,,,,,,,,,,,,,,,,,,california,7430.347681,college,m,61568.0,93.0,0.0,corporate auto,240.818954,four-door car
ti92884,arizona,m,bachelor,1262283.27%,61844.0,106.0,1/0/00,personal auto,sports car,508.8,,,,,,,,,,,,,,,,,,,,
tj11671,,,,,,,,,,,oregon,f,bachelor,401521.45%,0.0,109.0,1/0/00,523.2,personal auto,four-door car,,,,,,,,,,
tj20375,arizona,f,high school or below,761538.13%,34095.0,63.0,1/0/00,personal auto,two-door car,302.4,,,,,,,,,,,,,,,,,,,,
tj30081,,,,,,,,,,,,,,,,,,,,,arizona,12036.62051,bachelor,m,44428.0,104.0,0.0,personal auto,499.2,suv
tj30354,,,,,,,,,,,oregon,f,bachelor,528530.76%,22627.0,67.0,1/0/00,321.6,personal auto,four-door car,,,,,,,,,,
tj32609,,,,,,,,,,,,,,,,,,,,,california,8925.632207,high school or below,m,23860.0,114.0,1.0,personal auto,547.2,suv
tj46491,,,,,,,,,,,,,,,,,,,,,oregon,5980.846151,college,f,22946.0,76.0,0.0,personal auto,377.350433,four-door car
tj48439,,,,,,,,,,,oregon,f,college,232105.25%,0.0,66.0,1/0/00,508.703134,personal auto,two-door car,,,,,,,,,,
tj51874,,,,,,,,,,,,,,,,,,,,,washington,8558.038795,high school or below,m,13908.0,116.0,2.0,corporate auto,804.130779,suv
tj58873,,,,,,,,,,,,,,,,,,,,,oregon,2748.800067,high school or below,m,56900.0,68.0,0.0,personal auto,304.115627,four-door car
tj68521,,,,,,,,,,,,,,,,,,,,,washington,5251.968272,master,m,41991.0,67.0,0.0,personal auto,88.382536,four-door car
tj76363,,,,,,,,,,,arizona,f,doctor,1062921.79%,36495.0,133.0,1/1/00,229.930796,corporate auto,suv,,,,,,,,,,
tj82551,,,,,,,,,,,,,,,,,,,,,nevada,4063.331688,bachelor,f,46928.0,102.0,1.0,personal auto,631.402071,four-door car
tj90326,,,,,,,,,,,,,,,,,,,,,california,13530.02906,doctor,f,75037.0,85.0,2.0,personal auto,180.555113,four-door car
tk13024,,,,,,,,,,,,,,,,,,,,,oregon,4408.071476,college,m,80640.0,111.0,0.0,personal auto,313.270725,suv
tk22471,,,,,,,,,,,,,,,,,,,,,oregon,7275.921106,college,m,27984.0,62.0,1.0,personal auto,445.361629,four-door car
tk30357,cali,f,bachelor,1413434.74%,90844.0,118.0,1/0/00,personal auto,suv,232.674417,,,,,,,,,,,,,,,,,,,,
tk32843,,,,,,,,,,,,,,,,,,,,,california,7444.939419,bachelor,m,0.0,114.0,0.0,personal auto,863.861736,four-door car
tk38409,,,,,,,,,,,,,,,,,,,,,nevada,2616.613903,college,m,72302.0,66.0,0.0,personal auto,316.8,two-door car
tk38732,,,,,,,,,,,,,,,,,,,,,oregon,4873.350518,high school or below,m,47824.0,129.0,3.0,personal auto,546.046853,suv
tk40018,,,,,,,,,,,oregon,m,high school or below,591746.66%,0.0,169.0,1/0/00,1207.084251,personal auto,suv,,,,,,,,,,
tk45392,,,,,,,,,,,,,,,,,,,,,california,5107.163002,bachelor,f,35625.0,65.0,1.0,personal auto,288.572108,four-door car
tk49887,,,,,,,,,,,,,,,,,,,,,california,2897.779107,college,f,0.0,85.0,0.0,personal auto,612.0,two-door car
tk59338,,,,,,,,,,,,,,,,,,,,,arizona,13559.39395,college,m,98036.0,113.0,0.0,personal auto,662.444819,suv
tk60799,arizona,f,high school or below,416001.81%,96263.0,103.0,1/0/00,personal auto,suv,1.924709,,,,,,,,,,,,,,,,,,,,
tk61994,,,,,,,,,,,,,,,,,,,,,oregon,6104.501453,college,f,18690.0,80.0,0.0,personal auto,18.192921,four-door car
tk65222,,,,,,,,,,,,,,,,,,,,,california,16407.66461,bachelor,m,22103.0,109.0,0.0,personal auto,160.338007,four-door car
tk67721,,,,,,,,,,,,,,,,,,,,,oregon,2274.669484,high school or below,f,0.0,64.0,0.0,corporate auto,621.968062,four-door car
tl18087,,,,,,,,,,,washington,m,bachelor,305928.21%,65083.0,77.0,1/0/00,369.6,personal auto,four-door car,washington,3059.282091,bachelor,m,65083.0,77.0,0.0,personal auto,369.6,four-door car
tl20040,,,,,,,,,,,,,,,,,,,,,oregon,13989.84697,college,m,22354.0,118.0,0.0,personal auto,775.526054,suv
tl39050,,,,,,,,,,,,,,,,,,,,,arizona,23893.3041,bachelor,f,39837.0,201.0,0.0,corporate auto,381.306996,luxury suv
tl39187,,,,,,,,,,,,,,,,,,,,,california,6511.103163,bachelor,m,0.0,91.0,0.0,corporate auto,655.404481,two-door car
tl40288,,,,,,,,,,,,,,,,,,,,,oregon,13352.56134,college,f,0.0,119.0,0.0,personal auto,729.595208,four-door car
tl43709,washington,m,bachelors,897214.03%,89689.0,74.0,1/0/00,personal auto,four-door car,136.829537,,,,,,,,,,,,,,,,,,,,
tl44525,,,,,,,,,,,,,,,,,,,,,california,2619.337376,bachelor,m,78618.0,66.0,0.0,corporate auto,225.578841,two-door car
tl51969,,,,,,,,,,,,,,,,,,,,,washington,7334.915821,bachelor,m,30969.0,63.0,1.0,personal auto,358.225234,two-door car
tl59568,,,,,,,,,,,,,,,,,,,,,arizona,12836.00951,high school or below,m,0.0,116.0,0.0,personal auto,835.2,two-door car
tl60066,,,,,,,,,,,,,,,,,,,,,california,2397.036098,high school or below,f,22283.0,65.0,0.0,personal auto,572.072106,four-door car
tl67005,,,,,,,,,,,,,,,,,,,,,california,4811.184482,high school or below,f,0.0,136.0,1.0,corporate auto,569.908338,suv
tl77607,california,m,bachelor,885268.87%,67969.0,74.0,1/0/00,personal auto,four-door car,197.776009,,,,,,,,,,,,,,,,,,,,
tm12486,,,,,,,,,,,,,,,,,,,,,oregon,2959.950094,high school or below,m,28140.0,85.0,0.0,personal auto,612.0,four-door car
tm13014,,,,,,,,,,,,,,,,,,,,,california,2434.08581,bachelor,m,0.0,68.0,0.0,personal auto,271.489602,four-door car
tm13510,,,,,,,,,,,,,,,,,,,,,arizona,2588.860221,doctor,m,46168.0,65.0,0.0,personal auto,312.0,four-door car
tm13955,,,,,,,,,,,washington,m,master,299302.46%,0.0,80.0,1/0/00,286.115778,corporate auto,four-door car,washington,2993.024583,master,m,0.0,80.0,0.0,corporate auto,286.115778,four-door car
tm14491,,,,,,,,,,,california,m,bachelor,1203662.05%,44428.0,104.0,1/0/00,499.2,personal auto,suv,,,,,,,,,,
tm23514,oregon,m,college,1027260.82%,60145.0,132.0,1/0/00,personal auto,suv,580.473259,,,,,,,,,,,,,,,,,,,,
tm23788,,,,,,,,,,,,,,,,,,,,,california,6039.020697,high school or below,m,0.0,89.0,1.0,personal auto,640.8,four-door car
tm24806,,,,,,,,,,,,,,,,,,,,,oregon,6005.847375,college,m,13528.0,86.0,0.0,personal auto,412.8,four-door car
tm25808,,,,,,,,,,,california,m,high school or below,556569.33%,74720.0,70.0,1/0/00,200.812425,personal auto,two-door car,,,,,,,,,,
tm28833,,,,,,,,,,,,,,,,,,,,,oregon,2276.392936,college,m,0.0,69.0,1.0,personal auto,624.980751,two-door car
tm33419,,,,,,,,,,,,,,,,,,,,,washington,5255.576016,college,f,44536.0,137.0,1.0,personal auto,46.949646,suv
tm43177,,,,,,,,,,,,,,,,,,,,,oregon,3105.35094,high school or below,f,97234.0,78.0,0.0,personal auto,317.982567,four-door car
tm61357,,,,,,,,,,,,,,,,,,,,,nevada,24610.78085,bachelor,m,72786.0,76.0,0.0,personal auto,363.845631,four-door car
tm65736,oregon,m,master,305955.03%,38644.0,78.0,1/1/00,personal auto,four-door car,361.455219,,,,,,,,,,,,,,,,,,,,
tm68292,,,,,,,,,,,,,,,,,,,,,california,4564.512659,master,f,12626.0,69.0,4.0,personal auto,331.2,four-door car
tm79451,,,,,,,,,,,,,,,,,,,,,california,5367.089817,college,f,97742.0,67.0,0.0,personal auto,67.648392,four-door car
tm94572,,,,,,,,,,,,,,,,,,,,,arizona,4152.652599,bachelor,m,0.0,123.0,0.0,personal auto,885.6,suv
tm98684,oregon,m,high school or below,484228.50%,35127.0,62.0,1/0/00,personal auto,four-door car,297.6,,,,,,,,,,,,,,,,,,,,
tn17395,,,,,,,,,,,,,,,,,,,,,california,22103.5072,college,m,0.0,102.0,0.0,personal auto,489.6,suv
tn29644,,,,,,,,,,,,,,,,,,,,,california,7540.054749,college,f,67018.0,94.0,0.0,personal auto,104.427573,four-door car
tn36521,arizona,f,college,2498022.55%,88440.0,70.0,1/0/00,personal auto,two-door car,27.145151,,,,,,,,,,,,,,,,,,,,
tn36916,,,,,,,,,,,,,,,,,,,,,california,4029.723325,bachelor,f,93621.0,100.0,0.0,personal auto,59.860273,suv
tn39471,,,,,,,,,,,,,,,,,,,,,arizona,3398.007367,high school or below,f,0.0,92.0,0.0,personal auto,611.844584,two-door car
tn50051,california,f,doctor,295776.40%,83318.0,73.0,1/0/00,personal auto,two-door car,211.336937,,,,,,,,,,,,,,,,,,,,
tn51356,,,,,,,,,,,,,,,,,,,,,oregon,2450.880954,bachelor,m,82695.0,62.0,0.0,personal auto,217.945243,four-door car
tn54884,,,,,,,,,,,,,,,,,,,,,california,14932.09982,college,f,39049.0,63.0,0.0,personal auto,294.75626,two-door car
tn56613,,,,,,,,,,,,,,,,,,,,,arizona,5358.269985,bachelor,f,83771.0,133.0,0.0,personal auto,482.328161,sports car
tn61016,,,,,,,,,,,,,,,,,,,,,california,8742.472473,high school or below,f,37224.0,74.0,0.0,personal auto,355.2,four-door car
tn64240,,,,,,,,,,,,,,,,,,,,,california,7853.961409,bachelor,f,42582.0,99.0,0.0,corporate auto,629.344642,four-door car
tn66124,,,,,,,,,,,,,,,,,,,,,california,10552.87837,high school or below,m,77627.0,88.0,0.0,corporate auto,205.169178,two-door car
tn71469,,,,,,,,,,,,,,,,,,,,,oregon,4349.104278,college,f,90893.0,110.0,0.0,personal auto,700.004018,suv
tn71995,,,,,,,,,,,,,,,,,,,,,arizona,5637.740051,bachelor,m,0.0,84.0,1.0,personal auto,403.2,four-door car
tn73558,,,,,,,,,,,,,,,,,,,,,arizona,3731.504584,high school or below,f,0.0,96.0,0.0,personal auto,460.8,four-door car
tn76120,,,,,,,,,,,washington,m,bachelors,552821.28%,36088.0,72.0,1/0/00,345.6,personal auto,four-door car,,,,,,,,,,
tn79487,california,m,bachelor,445811.34%,17622.0,65.0,1/1/00,personal auto,four-door car,312.0,,,,,,,,,,,,,,,,,,,,
tn79733,,,,,,,,,,,,,,,,,,,,,oregon,16468.22079,high school or below,f,0.0,63.0,0.0,personal auto,685.12694,four-door car
tn82637,,,,,,,,,,,,,,,,,,,,,nevada,11236.31135,college,m,21636.0,64.0,5.0,personal auto,213.587367,two-door car
tn85931,,,,,,,,,,,,,,,,,,,,,oregon,5897.555427,high school or below,f,29227.0,74.0,0.0,special auto,421.19002,two-door car
tn90661,,,,,,,,,,,nevada,m,high school or below,581191.81%,83318.0,72.0,1/0/00,345.6,corporate auto,four-door car,,,,,,,,,,
to12347,,,,,,,,,,,,,,,,,,,,,california,5534.569714,bachelor,m,16101.0,74.0,0.0,personal auto,437.608909,four-door car
to14996,,,,,,,,,,,,,,,,,,,,,oregon,5633.949267,high school or below,m,37595.0,70.0,0.0,personal auto,501.994635,four-door car
to18404,,,,,,,,,,,,,,,,,,,,,california,10453.2558,bachelor,f,73604.0,88.0,0.0,corporate auto,398.19284,two-door car
to19482,,,,,,,,,,,,,,,,,,,,,oregon,4874.665223,high school or below,m,67467.0,61.0,0.0,personal auto,365.879938,two-door car
to20795,,,,,,,,,,,,,,,,,,,,,washington,32467.66151,doctor,m,37675.0,104.0,0.0,corporate auto,731.970027,four-door car
to29918,,,,,,,,,,,,,,,,,,,,,california,3833.066768,high school or below,f,0.0,116.0,2.0,personal auto,1397.954723,sports car
to34442,,,,,,,,,,,washington,m,college,553286.33%,59768.0,71.0,1/1/00,340.8,personal auto,four-door car,,,,,,,,,,
to37423,,,,,,,,,,,,,,,,,,,,,oregon,17569.15979,college,m,41463.0,74.0,0.0,special auto,355.2,four-door car
to39943,,,,,,,,,,,,,,,,,,,,,washington,4897.979559,high school or below,f,30503.0,63.0,3.0,corporate auto,257.923563,two-door car
to55166,,,,,,,,,,,,,,,,,,,,,california,2600.002868,bachelor,m,72766.0,65.0,0.0,personal auto,91.464233,two-door car
to55363,,,,,,,,,,,,,,,,,,,,,oregon,13367.86562,high school or below,f,57335.0,67.0,0.0,personal auto,407.887715,two-door car
to60700,,,,,,,,,,,washington,f,bachelors,,25859.0,74.0,1/0/00,355.2,special auto,four-door car,washington,7813.411572,bachelor,f,25859.0,74.0,0.0,special auto,355.2,four-door car
to71844,,,,,,,,,,,,,,,,,,,,,oregon,2121.313061,college,m,0.0,67.0,1.0,personal auto,321.6,four-door car
to74000,,,,,,,,,,,,,,,,,,,,,oregon,8114.409136,high school or below,m,30595.0,69.0,0.0,corporate auto,446.08476,four-door car
to82744,,,,,,,,,,,,,,,,,,,,,california,15789.65496,high school or below,f,0.0,212.0,0.0,personal auto,1526.4,luxury suv
to84268,,,,,,,,,,,,,,,,,,,,,california,9051.712161,master,m,60964.0,113.0,0.0,personal auto,327.723713,four-door car
to87218,,,,,,,,,,,,,,,,,,,,,california,7413.386729,high school or below,f,0.0,106.0,0.0,personal auto,508.8,sports car
to96662,oregon,,bachelor,696669.45%,41837.0,88.0,1/0/00,personal auto,four-door car,142.062768,,,,,,,,,,,,,,,,,,,,
tp10619,,,,,,,,,,,,,,,,,,,,,california,4892.422239,high school or below,f,26660.0,63.0,0.0,personal auto,453.6,two-door car
tp12241,,,,,,,,,,,california,f,college,512319.68%,22338.0,67.0,1/1/00,307.801098,personal auto,two-door car,,,,,,,,,,
tp12436,,,,,,,,,,,,,,,,,,,,,oregon,5329.128301,master,f,0.0,72.0,0.0,personal auto,345.6,four-door car
tp15362,,,,,,,,,,,oregon,m,college,359199.61%,28013.0,91.0,1/0/00,655.2,personal auto,four-door car,,,,,,,,,,
tp20456,,,,,,,,,,,,,,,,,,,,,arizona,9090.269181,high school or below,m,45310.0,229.0,0.0,personal auto,1550.375183,luxury suv
tp30316,,,,,,,,,,,,,,,,,,,,,california,9705.30895,college,m,79157.0,61.0,0.0,corporate auto,117.781906,two-door car
tp33286,,,,,,,,,,,,,,,,,,,,,washington,12010.93726,high school or below,m,0.0,119.0,0.0,corporate auto,856.8,four-door car
tp34946,,,,,,,,,,,,,,,,,,,,,california,5108.038755,college,m,26784.0,67.0,0.0,corporate auto,482.4,four-door car
tp39671,,,,,,,,,,,,,,,,,,,,,arizona,3199.75316,bachelor,m,0.0,87.0,0.0,personal auto,132.492438,four-door car
tp51897,cali,f,college,262180.86%,36843.0,68.0,1/3/00,corporate auto,four-door car,357.642982,,,,,,,,,,,,,,,,,,,,
tp52309,,,,,,,,,,,,,,,,,,,,,california,13752.46705,high school or below,m,0.0,131.0,1.0,personal auto,628.8,sports car
tp54769,,,,,,,,,,,california,f,bachelor,510335.76%,39452.0,131.0,1/0/00,398.190882,corporate auto,suv,,,,,,,,,,
tp61305,,,,,,,,,,,california,m,high school or below,606244.16%,0.0,84.0,1/0/00,604.8,personal auto,four-door car,,,,,,,,,,
tp87527,,,,,,,,,,,california,f,high school or below,239213.11%,0.0,65.0,1/0/00,361.181122,corporate auto,four-door car,,,,,,,,,,
tp96247,,,,,,,,,,,,,,,,,,,,,oregon,4099.659085,high school or below,f,18606.0,110.0,1.0,personal auto,568.844905,suv
tq13499,az,,college,473174.93%,69833.0,118.0,1/0/00,personal auto,four-door car,828.662719,,,,,,,,,,,,,,,,,,,,
tq24692,,,,,,,,,,,,,,,,,,,,,oregon,8676.698631,high school or below,m,76214.0,72.0,0.0,special auto,202.81373,four-door car
tq32702,,,,,,,,,,,nevada,f,college,699091.78%,22568.0,88.0,1/0/00,422.4,corporate auto,four-door car,,,,,,,,,,
tq33359,,,,,,,,,,,,,,,,,,,,,california,6087.302608,high school or below,m,85654.0,76.0,0.0,personal auto,46.20341,four-door car
tq37204,,,,,,,,,,,,,,,,,,,,,oregon,8629.329351,high school or below,f,59107.0,107.0,0.0,personal auto,480.521227,suv
tq73726,,,,,,,,,,,,,,,,,,,,,oregon,7587.337272,bachelor,m,0.0,69.0,0.0,personal auto,460.741097,two-door car
tq73797,,,,,,,,,,,,,,,,,,,,,california,8099.838433,bachelor,m,25949.0,104.0,0.0,personal auto,499.2,suv
tq82322,,,,,,,,,,,,,,,,,,,,,california,2438.689804,bachelor,f,80927.0,62.0,0.0,personal auto,211.660971,two-door car
tq84956,,,,,,,,,,,,,,,,,,,,,california,10963.95723,high school or below,m,55687.0,276.0,0.0,corporate auto,1324.8,luxury suv
tq85537,,,,,,,,,,,,,,,,,,,,,washington,2980.464566,college,m,72669.0,74.0,0.0,personal auto,332.76894,four-door car
tq88221,,,,,,,,,,,california,f,bachelor,284144.31%,30473.0,72.0,1/0/00,450.080101,corporate auto,four-door car,,,,,,,,,,
tq89058,,,,,,,,,,,,,,,,,,,,,nevada,2777.525403,master,f,59124.0,70.0,2.0,personal auto,173.426207,four-door car
tr18337,,,,,,,,,,,,,,,,,,,,,nevada,11516.40557,college,f,50854.0,73.0,0.0,personal auto,101.489422,four-door car
tr18791,,,,,,,,,,,,,,,,,,,,,arizona,2471.441785,bachelor,m,0.0,70.0,0.0,personal auto,504.0,two-door car
tr26615,,,,,,,,,,,,,,,,,,,,,oregon,2497.531509,high school or below,m,0.0,69.0,0.0,corporate auto,272.381465,two-door car
tr39403,,,,,,,,,,,,,,,,,,,,,california,3681.978995,master,f,77951.0,93.0,3.0,corporate auto,19.668633,two-door car
tr40401,,,,,,,,,,,,,,,,,,,,,oregon,5073.282126,doctor,m,57709.0,125.0,0.0,personal auto,600.0,suv
tr67616,oregon,m,high school or below,473136.70%,30686.0,61.0,1/0/00,corporate auto,four-door car,19.938981,,,,,,,,,,,,,,,,,,,,
tr75465,,,,,,,,,,,,,,,,,,,,,washington,9901.278118,master,m,0.0,134.0,0.0,personal auto,643.2,suv
tr81766,cali,f,college,746292.63%,70263.0,93.0,1/0/00,corporate auto,two-door car,7.345946,,,,,,,,,,,,,,,,,,,,
tr85083,california,m,bachelor,276449.37%,61085.0,70.0,1/1/00,personal auto,two-door car,336.0,,,,,,,,,,,,,,,,,,,,
tr88637,arizona,f,high school or below,810591.08%,38893.0,103.0,1/0/00,personal auto,suv,41.965252,,,,,,,,,,,,,,,,,,,,
tr96772,,,,,,,,,,,,,,,,,,,,,arizona,15956.51879,high school or below,f,61148.0,132.0,0.0,personal auto,98.206649,sports car
ts11219,california,m,college,1206745.60%,0.0,116.0,1/0/00,personal auto,suv,1284.093173,,,,,,,,,,,,,,,,,,,,
ts19868,california,m,college,241313.97%,27501.0,63.0,1/0/00,personal auto,four-door car,542.319401,,,,,,,,,,,,,,,,,,,,
ts31001,,,,,,,,,,,,,,,,,,,,,oregon,26243.85811,bachelor,m,55705.0,113.0,0.0,personal auto,149.90747,suv
ts31417,,,,,,,,,,,,,,,,,,,,,washington,39769.55524,college,m,16645.0,117.0,0.0,personal auto,696.9628,suv
ts34391,,,,,,,,,,,,,,,,,,,,,oregon,8092.87696,college,m,50825.0,102.0,0.0,personal auto,369.614729,suv
ts42594,,,,,,,,,,,california,f,high school or below,1377097.62%,59207.0,116.0,1/0/00,556.8,personal auto,four-door car,,,,,,,,,,
ts50305,,,,,,,,,,,california,f,high school or below,397938.82%,0.0,112.0,1/0/00,806.4,personal auto,suv,,,,,,,,,,
ts53731,,,,,,,,,,,,,,,,,,,,,california,8660.838974,college,f,79674.0,107.0,0.0,personal auto,9.275859,suv
ts53809,oregon,m,bachelor,709891.41%,0.0,70.0,1/0/00,personal auto,two-door car,349.783046,,,,,,,,,,,,,,,,,,,,
ts76653,,,,,,,,,,,,,,,,,,,,,nevada,9031.214859,master,f,0.0,122.0,0.0,personal auto,650.52179,sports car
ts78649,,,,,,,,,,,,,,,,,,,,,arizona,16280.19859,high school or below,m,0.0,157.0,0.0,personal auto,753.6,sports car
ts81548,,,,,,,,,,,,,,,,,,,,,oregon,5669.974517,master,f,43416.0,70.0,0.0,personal auto,336.0,four-door car
ts98462,,,,,,,,,,,,,,,,,,,,,washington,22399.12944,high school or below,f,78494.0,69.0,0.0,personal auto,78.189401,two-door car
tt18939,,,,,,,,,,,,,,,,,,,,,california,4729.593583,bachelor,m,29414.0,64.0,0.0,personal auto,71.303109,four-door car
tt19625,,,,,,,,,,,,,,,,,,,,,nevada,15277.47796,bachelor,f,38183.0,191.0,0.0,personal auto,981.010879,luxury car
tt20057,,,,,,,,,,,,,,,,,,,,,oregon,10592.58753,college,m,59590.0,136.0,0.0,personal auto,460.266881,suv
tt30338,,,,,,,,,,,,,,,,,,,,,arizona,7675.871354,master,f,89586.0,63.0,1.0,personal auto,302.4,four-door car
tt36693,,,,,,,,,,,nevada,m,college,436293.12%,58842.0,110.0,1/0/00,528.0,personal auto,four-door car,,,,,,,,,,
tt47031,,,,,,,,,,,,,,,,,,,,,arizona,5450.573438,bachelor,f,76389.0,68.0,0.0,personal auto,262.00129,four-door car
tt63451,,,,,,,,,,,,,,,,,,,,,california,20925.89544,high school or below,f,44342.0,74.0,0.0,personal auto,355.2,four-door car
tt68630,,,,,,,,,,,,,,,,,,,,,california,3351.213465,bachelor,f,90213.0,83.0,0.0,personal auto,398.4,two-door car
tt82373,california,f,bachelor,1093717.85%,21450.0,138.0,1/0/00,personal auto,sports car,938.513425,,,,,,,,,,,,,,,,,,,,
tt86956,,,,,,,,,,,,,,,,,,,,,california,10537.40467,master,f,47950.0,65.0,0.0,personal auto,301.867895,four-door car
tt97465,,,,,,,,,,,,,,,,,,,,,california,14642.14003,college,m,57561.0,62.0,1.0,corporate auto,298.430234,four-door car
tu15769,,,,,,,,,,,,,,,,,,,,,washington,22658.53652,bachelor,m,23665.0,67.0,0.0,personal auto,404.817249,four-door car
tu25694,,,,,,,,,,,,,,,,,,,,,oregon,2458.746211,high school or below,m,0.0,70.0,0.0,personal auto,504.0,four-door car
tu27017,,,,,,,,,,,,,,,,,,,,,california,6625.28717,bachelor,m,41460.0,83.0,0.0,personal auto,398.4,four-door car
tu27563,,,,,,,,,,,,,,,,,,,,,oregon,3647.24611,bachelor,f,20694.0,94.0,1.0,personal auto,451.2,two-door car
tu33850,,,,,,,,,,,,,,,,,,,,,washington,4617.391775,bachelor,f,16764.0,61.0,0.0,personal auto,292.8,four-door car
tu47984,,,,,,,,,,,,,,,,,,,,,arizona,3733.034622,college,f,21542.0,97.0,0.0,personal auto,465.6,four-door car
tu53781,,,,,,,,,,,,,,,,,,,,,oregon,8427.172486,bachelor,f,46503.0,215.0,1.0,corporate auto,1032.0,luxury suv
tu64352,,,,,,,,,,,,,,,,,,,,,oregon,4078.023331,college,f,0.0,116.0,0.0,personal auto,835.2,sports car
tu67471,,,,,,,,,,,,,,,,,,,,,washington,20096.89337,high school or below,f,92766.0,71.0,0.0,personal auto,379.029102,two-door car
tu68427,,,,,,,,,,,,,,,,,,,,,arizona,2649.658715,high school or below,f,0.0,73.0,0.0,personal auto,350.4,two-door car
tu72516,,,,,,,,,,,,,,,,,,,,,oregon,5608.172012,college,f,20392.0,73.0,0.0,personal auto,350.4,four-door car
tu77462,,,,,,,,,,,,,,,,,,,,,oregon,7469.557777,college,m,48088.0,94.0,0.0,personal auto,134.828318,two-door car
tu82820,,,,,,,,,,,,,,,,,,,,,california,4475.161898,master,m,73019.0,112.0,0.0,corporate auto,537.6,suv
tu92578,california,m,college,1469663.55%,45345.0,125.0,1/0/00,personal auto,suv,600.0,,,,,,,,,,,,,,,,,,,,
tv20901,,,,,,,,,,,,,,,,,,,,,california,9337.895228,college,f,76381.0,116.0,0.0,special auto,556.8,two-door car
tv23956,,,,,,,,,,,,,,,,,,,,,washington,2089.337182,high school or below,m,0.0,63.0,1.0,personal auto,453.6,four-door car
tv25678,wa,m,college,354090.43%,0.0,101.0,1/0/00,personal auto,suv,727.2,,,,,,,,,,,,,,,,,,,,
tv34024,,,,,,,,,,,,,,,,,,,,,oregon,4108.257228,high school or below,m,0.0,114.0,0.0,personal auto,820.8,suv
tv35668,,,,,,,,,,,,,,,,,,,,,california,2722.210707,college,f,17576.0,71.0,0.0,personal auto,398.502948,four-door car
tv37646,,,,,,,,,,,,,,,,,,,,,california,4794.116328,college,f,70012.0,119.0,0.0,personal auto,755.19863,suv
tv53243,,,,,,,,,,,,,,,,,,,,,arizona,2652.067994,college,f,49625.0,66.0,0.0,corporate auto,261.549577,two-door car
tv75816,,,,,,,,,,,,,,,,,,,,,oregon,2386.201293,high school or below,m,70911.0,63.0,3.0,corporate auto,302.4,two-door car
tv77808,,,,,,,,,,,,,,,,,,,,,arizona,5681.307056,high school or below,m,67132.0,71.0,0.0,corporate auto,466.371705,four-door car
tv82603,cali,f,bachelor,1489539.80%,48081.0,188.0,1/0/00,personal auto,luxury suv,881.360959,,,,,,,,,,,,,,,,,,,,
tv87155,oregon,,bachelor,2094619.25%,69738.0,74.0,1/1/00,personal auto,four-door car,492.127532,,,,,,,,,,,,,,,,,,,,
tv97612,,,,,,,,,,,,,,,,,,,,,oregon,8105.996039,bachelor,m,20815.0,110.0,0.0,personal auto,528.0,suv
tw11115,,,,,,,,,,,,,,,,,,,,,california,2594.7935,high school or below,f,30064.0,65.0,0.0,personal auto,296.852419,two-door car
